,Reviews,Time
482, Took an hour to get through security at 5am. Most people missed their flights due to the airport and TSA's incompetence.Worse than LAX.,During
483," ABIA has exceeded my expectations and I'm great full for consistent service of great food, shops and bathrooms. The environment is friendly and diverse. I'm proud to call this my Home Airport.",During
484, I've never had any problems here and I have made it to the airport only an hr before take off (which I don't suggest) during morning rush hour !! Still made it too. So I'm glad that the lines move smoothly here and all restrooms are usually clean.,During
485," One of the best airports ever. Really easy to get in and out of, and inside, relatively small for a city this size. Unfortunately, headed back to the land of no breakfast tacos.",During
491," I can only comment on my arrival experience. The terminal and bathrooms are modern and very clean. I saw many interesting eateries on the way out. It was a short walk from gate to to baggage claim area. When we got there, our luggages were already during the merry-go-round routine, efficient. The city bus station was just outside the doors, convenient. A downtown and University of Texas dedicated bus swings by every half hour. $1.75 will get you the ride, free for college students, inexpensive. We did such a fast get away on the bus, happy. I don't have any security and Wi-Fi experience yet, stay tune.",During
492," Usually, if I'm at the airport it's because I'm off for a fun and exciting (or maybe just a work related) adventure ~or~ I'm coming home and happy about it! Most of the time I'm at the airport, its a positive experience. Here are a few of the things I like about the Austin airport:-The display of Austin's sister cities-The rotating art displays-Live music-Mostly local eateries and shops-The mirrors in the ladies rooms that have the big Texas hair etched in (I always try to line my head up to see what I would look like with a bouffant)-My favorite, friendliest TSA agent you will ever encounter, Agent McBroom-The water bottle filling stations that tell me how many plastic bottles have been saved-The lactation station pod for nursing moms-The art guitars",During
493," Small airport, but they are pretty efficient in getting people through lines and security. I like that once you get through security and into the terminal, all of their businesses are local places. They have different places playing live music and you can order a Texas beer while listening. Couple of book stores and general merchandise stores as well. Austin airport is generally much more expensive than the San Antonio airport...so if you can make the drive down there, it will usually save a pretty substantial amount of money.",During
494, Avoid checkpoint 2.  Less security machines. Sloooow. Go to other security checkpoints. Fasten to the airport $10 less than a cab. Eat before you arrive as the dining options are limited.,During
495," Needs better Wi-Fi ConnectionNot sure if it's the Stormy Weather causing poor connection but when your stuck for a few hours, good Wi-Fi connection helps make time go by quicker.",During
496," This is one of the best airports I've ever used. It's easy to return a rental car. The signage is well done. I didn't have to take a shuttle from the rental car area to the airport. Awesome !The security check points provide lots of info with big signs for those of us who are TSA pre-checked. There is even a digital sign that says ""10min wait at this point"". They even have a live band within a eatery where you can order drinks! The music wasn't bad as well.The gates are well organize with lots of food choices nearby.My only criticism, seats in the waiting are don't have outlets! Otherwise it's a modern, well organized airport, one of the best in the country from my experience.",During
497," Nice large airport. Not massive distance wise but large specially. Plenty of food, coffee, massage places, bars etc. Ample seating at gates.",During
498," Think about the last time you were able to de-plane and pick up a rental car, assuming no checked baggage, and leave the airport in less than 30 minutes? In Austin, you can do that, especially if you are flying the Denver to Austin Southwest route. That fact alone deserves a 5-star rating.What Austin has in accessibility it lacks a bit in modern touches. The bathrooms are from the mid-90's. The food choices are somewhat limited. The WIFI is operated by gerbils in a wheel behind the ticket counters. Only half of the electrical outlets work, and of those, only half are able to hold the plug without fashioning some sort of hokey positioning device.Even with all of that, the airport is fantastic. You shouldn't be sitting in this airport longer than a couple of hours anyway. Go explore the city, and then navigate the difficulties of the airport. Just keep in mind you'll be able to leave very quickly and probably still return before your flight takes off.",During
499," Austin needs a better system for cabs. We were assisted into Ray's cabs by the airport's ground transportation. It was terrible. It was a smoking cab and we were not even told before hand. This guy added an extra $10 to my bill and told inappropriate, racist and offensive jokes. Not to mention the cab stunk like a nasty ashtray. Trying to get my money back but of course, there is no way to report him except to call him directly. Terrible!less """,During
500," This airport couldn't be much easier to navigate. Everything feels very small and easy to get to. Lots of iconic Austin restaurants inside. I've used the long term parking and shuttle service quite a few times and never had a problem. It always goes pretty fast, there are always shuttles there to pick you up.",During
506, Always fly into Austin. Fun city to hang out at and its cheaper to fly to Austin. The airport is easy to go through. Never really a long wait to get through security. A lot of nice shops to get some souvenirs. The restaurants are pretty good. Grab a beer or coffee and relax till your flight boards,During
507," This is definitely one of my favorite airports due primarily to good short security lines, Salt Lick BBQ, and this being one of my favorite cities.",During
508," C'mon it's A-town ya'll. Honestly they did a good job with this airport. Not loaded with every chain eatery and has real Austin character.It can get really busy with the various festivals, events and such in the area. Or something it's just busy for no apparent reason, so I suggest you always check. We had a quick line through security but early in the morning the day before you were barely able to make it.Various Austin flavors like Salt Lick, etc. No mistaking you're anywhere else but central Texas once you land here :) Yeee-ha, I love it.",During
509," Love this airport! It's easy to get here via the 130 toll and I love that they have a cell phone waiting area. Now I don't have to circle around to wait to pick up people from the airport. Only downside right now is the construction on 71. So be sure to follow the signs to get into the airport and out of there. I'm sure 71 will look great once construction is complete, but in the meantime be safe!Also, there is construction going on at the airport and near the airport. They are working on terminal expansions inside the airport. Outside near the airport, another parking facility is being made called Park and Zoom. Looks like its opening Fall of 2016. The airport parking service will offer pet boarding services.There are always taxis and parking shuttles waiting to pick up passengers near the baggage claim area. They have kiosks that allow you to print your own boarding passes for all airlines near the door unless you want to walk to your airline to use their kiosk or stand in line. The kiosk is convenient! The people who work here are nice and while TSA may have a line for the security check they are organized. The line moves pretty quickly.I love how the food choices are local establishments. This makes it easier to pick a place to eat a quick meal.",During
510," Quaint little airport.  It has window everywhere so it is well illuminated.  I like this aspects, some airports are dark and dank, but AUS has bright character. They have plenty of little stores and shops to explore.  Best of all, they have lots of local food options (think BBQ).  Getting into and out of the airport is a snap.  I did have some challenges with TSA, it took a surprising 30 minutes.",During
511," This airport is neat. It offers easy access with a Conveniently located cell phone a lot. If you're picking up someone, you can have them text you. Once they retrieve their luggage, pick them up at the lower level and get outta there!",During
512," This airport is hard to leave and get to at night, the highways around are often undergoing construction with no directions explaining alternate routes to getting to the airport. The streets in the airport area itself are poorly lit and slightly confusing. I get that Austin is just beginning to expand/develop this airport since traffic to the city is growing rapidly, but it's not really safe and scares me a lot. Another issue with this airport is that direct flights are difficult to find to a lot of major cities because it's still a relatively small airport :( However, coming and going during the day time is a breeze. There are 3 security checkpoints and screens that let you know what the wait times are, I've never had longer than a 10 minute wait going through security which is AWESOME compared to every airport I fly out of otherwise. The TSA agents are some of the friendliest also.There's awesome food options here where you won't have to wait like you do at the establishments in the actual city: Salt Lick BBQ  Amy's Ice Cream to name two. The people who work at Amy's are patient, helpful and fun. I dig the art inside the airport as well.",During
513," It was a pretty okay airport except that it randomly smelled like urine, I guess.",During
514," As far as airports are concerned Austin's is among the best though it could use at least one additional security checkpoint. The airport is smaller and easily navigable. There are great food options e.g., Salt Lick and Amy's Ice cream and they frequently feature live music in the afternoons and evenings (it is Austin after all). Most rental car companies are conveniently located across from the terminals.",During
515," This goes to the airport parking. A couple years ago rates were reasonable (~$7/day) and now there's never enough parking...even on non-holidays! They divert parking traffic to the garage, which used to be a fancy option if you wanted covered parking at about $30/day. The past few times I had no choice and unfortunately got subjected to the ridiculously high rate! If you force divert your customers there due to construction and/or filled lots at least provide affordable alternative options instead of bleeding out people's wallets.",During
521," Easily one of my favorite airports and it's for so many different reasons:- Great restaurants. What are you in the mood for?  Pizza, BBQ, Mexican, Ice Cream, etc. They're all available and right when you come thru security. - Live Music!  And we're not talking about a pianist here either. Solid country music up on a stage!- Car Rental. It's attached to the airport, no crazy shuttle process to an offsite place. Saving you time!- SWA and AA. My 2 favorite airlines!",During
522, For a small airport this location was very good. Lots of food joints and souvenir shops. They offer free wifi which is another great benefit.,During
523," I am an unabashed fan of this airport. It's just the right size for me. Big enough that I can get decent rates and decent flights, including some direct flights, but not so big that it's a pain in the ass to get in or out of (Are you listening George Bush IAH?). It's my last taste of Austin before I fly to wherever in the world I'm going that month, and I treasure that last hour. And I've long since lost count of how many visitors to the city I've met at the bar that are happily surprised to see live music in the airport. It's a perfect touch to send people off with a good memory of Austin. I love the idea of local businesses being in the airport. I realize all airport food and goods are overpriced, but the service is better and it just feels homier to me. Also I like checking out new local artists at Waterloo right after I clear security and before I settle in at Saxon Pub or Annie's for a pre-flight drink. Or three. The cell phone lot is possibly my favorite thing. I fly very long distances, and when I'm coming home I don't want to spend one minute more than I have to in the airport, and now that the cell phone lot is in place we have a great system. I text her as soon as the wheels touch the tarmac, and she leaves our house. By the time I deplane and get my luggage she's usually just pulling in to the cell lot. I text her again and in 2 minutes she's pulling up and I'm hugging her and the day blossoms with joy! What could be better! The luggage handling system is fairly speedy for an airport this size. The ticketing agents are friendly and seem eager to help, and they have TSA pre check and Global Entry, both of which everyone who travels more than twice a year domestically or once overseas should have. It makes the arrival process soooooo much easier!There is an airport addition planned to start either late this year or early next year that will add something like 9 more gates, or about half again the capacity. I just hope they plan it right. I don't want to lose my cool Austin airport.",During
524, Austin is probably the only place in Texas that isn't completely dominated by rednecks. The airport is small in comparison to BWI and Dulles. The staff is friendly with their southern drawls and folksy small talk.,During
525," Austin's airport always feels like home when you come back. It's small, but nice. It has a lot of Austin-y foods inside so you get a treat before you leave on your flight. It has good air conditioning, and security checks are quick. I wish more airports could be like it.",During
526," For parking: upon arrival to the airport we were redirected for overflow parking from the economy lot. When the signs stopped we parked in the lot. We informed information and they confirmed where we parked was overflow economy and was the same rate. Upon departure the attendant overcharged us and said ""a lot of other people said the same thing, call the number and they will reimburse you."" Just called and they will not reimburse. I would not have paid upon departure if I was not going to be reimbursed. There were at least 8 things that could have been done to prevent this. Having an actual overflow, sign directing people to overflow, not using the word overflow to lead guests to short term, informing information, having an attendant, informing the clerk, allowing the clerk to reimburse... Just to name a few. I work in the service industry and own my mistakes. It's a damn good thing there are better parking spots coming.",During
527," Very cool airport that represents Austin well! Lots of art and a nice selection of restaurants and shops that keep you busy while you wait for your flight. The Salt Lick location is great--good sampling of their full menu, plus, you can pick up salsa, coolers of smoked meat, and small SL gifts in line for reasonable prices. Amy's Ice Cream and the other Austin favorite's have nice build outs that give you a good taste of Austin if you're just passing through. The stores have a wide variety of unique merchandise. Rental car return is right in the parking structure, so it was a short walk to our terminal after returning the car. No shuttle required. Awesome place to fly to or from!",During
528," I recently arrived and departed from Austin-Bergstrom Int'l Airport on a business trip from Miami.  The airport is clean, nicely laid-out and easy to navigate.  Getting through security on a Wednesday in the late morning was a breeze. I guess no one travels on a midday Wednesday.  All in all a nice airport.",During
529, Thundercloud sucks. Worst food I've had at the airport and they shorted me $10 on my change. Terrible.,During
530," The airport is quite small. Thats ok. The biggest suprise to me was there is not wifi in the airport, Damn it.Neither does the airport have any kind of resting lounge like others. If you have some indications you might fall sick in a while, I would say take some measures Call friends, relatives to come help you.I was feeling uneasy while heading to airport, and I feel a little sick sooner reaching the airportNo sofas or any sort of place to just crash for a few minutes. I hated that.",During
536," If your'e in the market for an airport with simple and navigable design, Austin just made your list. Easy enough from curbside, dropping off a rental, approaching the security lines, etc. It's all there and hardly circuitous when compared to other airports. No need for crazy trains or major transportation within the airport either. Easily traversed on foot. Live music in shops and just around the airport in general. Keeping Austin very Austin-y. The Salt Lick BBQ has a spot on the main drag. Never a bad thing. Plus, the bathrooms were about as shipshape as a dive bar on a Friday night. Loved all of the colorful (and hilarious) graffiti and inscriptions on the walls of the men's room in the Delta terminal. Happy flying, friends!",During
537," Solid domestic airport that is t too big.  You can walk from one end of the airport to the other pretty easily.  The airport is clean and pretty efficient.  I have tsa pre but the other lines are not too badFood options are decent with local eateries prevalent in the terminal.  A nice change from chain fast food of other airports.There is live music in the bar/food area above baggage claim from time to time which has its Austin charm to it.The rental car center is newly renovated and just across the street from the airport.  Driving here can be a challenge if you are coming down from north Austin/Round Rock during rush hour, so make sure you use Waze to help you navigate.  I did encounter a few bats stuck inside the terminal, but hey, it's Austin.  No need to watch the bat show down by the bridges on the river.",During
538," Auntie at Austin:East coast family is visiting Austin family. We're blessed w/a second nephew :)This is a cozy friendly laid-back international airport. We're from an area that has 3 bustling international airports nearby so this is a refreshing treat. Upon entering, the checked baggage area was not busy at all during the summer weekend rush hour travel time compared to what we are accustomed to back at home. Genuinely attentive and accommodating airport staff. So friendly. Wow. Thank ye. Even though the security area was small, the line steadily moved. I can't even. Quite impressive. Once near the gates, there're good choices of eats to consider. We wanted something local before leaving Austin and Annies Cafe hit the spot. At gate 18. So glad we'll be frequenting this airport. We're missing baby NephewT already.",During
539," Terrible parking, beware of the Valet as they didn't give our daughter the family friendly ticket and overcharged us six days at $27 per day. They told me to leave a message for Mr. Barry and I did and they never called back. Talked to Marcel the manger and he told me to go ahead and complain he didn't care. Beware of overcharging practices.",During
540," We flew in and out of this airport during our week stay in Austin. We arrived in Austin via United Airlines at around 5:30 am. There were some coffee carts and eateries already open, but we were exhausted and headed quickly to baggage claim for our bags. Our luggage came quickly and they had some fun guitar artwork in the baggage claim area to check out while we waited. Parking was very close by, and we were at our awaiting loved ones cars in no time. We flew out of Austin once again super early in the morning. We arrived at 5:20 am. Dropping off near the check in area was easy, and we had plenty of time for some goodbyes. We made it quickly through security, and everyone was super friendly and helpful. This time we were starving and were very happy for the many open breakfast and coffee places. We got some egg and potato tacos and grabbed a seat as we waited for our flight. All in all it was a very pleasant airport experience for our family.",During
541," I'm giving two stars for the overall food scene there. Trying to keep it local or reducing the number of chain options is painful on the wallet and the options aren't that great. Shouldn't have to pay $15 for a marginal burger or sandwich. The rest of the airport is ok, has some issues w the security line quickness.",During
542," AUS is a nice size airport. Easy to navigate.  No too crowded. Nice art..... That's the good. And the BUT... worse food choices ever. I expected way better from a town like Austin. No restaurants. All fast food. Even in what appears to be sit down dining. #2. No shopping. When your 3 hour layover turns to 7 hour layover, nothing to do (except yelp about your terrible experience). #3. Hard to find a outlet that works which is necessary with a 7 hour layover. Blah! Hope to not travel through this airport very often.",During
543, Surprisingly small for an international airport in a capital city. Free wifi for 30 min. Most employees seem to be relatively content and in good spirits. It's mostly clean and simple to navigate.,During
544," Clean with a Texas flare, the smell of BBQ as you disembark the plane and then the funky music town vibe.  Bands playing just off 9th concourse with cold beer and drinks Avl.  I had 6 hours to kill till my flight left and was entertained.  The airport is super crowded, they should think about expanding to make it more comfortable as with the TSA lines grow longer and longer you need to get here earlier and stay longer.  over all the bathrooms were very clean and staff neat and friendly.",During
545," Simple, easy, and a great airport to fly in/out of. Everything is clean, and there are a good amount of food choices. 4 stars instead of 5 because if your flight gets delayed/canceled, it's hard to find another one because it isn't a hub.",During
551, This is a great airport and seems to be very navigation friendly! I also noticed how many eateries they have there however I was warned not to eat at some as they pale in comparison to the originals like Salt Lick for instance.Coming in was easy but leaving was not as easy however they remedied the situation as quickly as they could by opening up another TSA lane. I really appreciated that!Every staffer I came in contact with were pleasant and it really seemed like they were trying! I can't wait to fly in and out of this place again soon!,During
552, It is a favorite among the airports in the States. Not too big and not too small. A lot of good eats at reasonable price. Lots of decors relate to music.,During
553," I like the simplicity of the layout but they have very few accessible outlets.  The majority of the available outlets are on the far, rarely traveled ends of the airport.",During
554," Security is super fast but no great food options, everything is chain-like. However, they have free wifi!",During
555," This review is about the TSA precheck office in the airport. I had a 7pm flight so I came early to apply for tsa precheck. I got there at 4:10. They said they were full. I asked if they could squeeze me in. They looked doubtful. I left and decided to come back, telling them I'm going to stick around just in case..... I did and the lovely ladies literally squeezed me I. Before 5pm which is when they closed. This is a process hat I've been after for a full year. Had they not helped me, it would have been a no go and who knows when I had time to apply again. The process literally take 7 mins and $85. In 2-3 weeks I will be skipping the long security lines!!!!!!!!!!Oh and Schlotzskys is my favorite food spot",During
556," Are you serious?  We walk a mile to get to the terminal and no handicap parking? Piss poor excuse for airport parking! During our hike to get to the actual airport the so called full parking lots had multiple empty spaces. Get you crap together. Instead of spending a million dollars on ""art work"" get your parking situation straight!",During
557," I was very impressed with Austin's airport. The staff were very pleasant, there was a relaxed atmosphere, everything was clearly labeled, and you know the minute you get off the plane that you are in Texas. I've never seen so much state pride in an airport before. Very clean ladies restrooms, and the food choices were fantastic for such a small airport. I'll definitely enjoy flying in again when I visit my friend next time.",During
558," I had a flight this morning out of Austin to Los Angeles at 9:05am. I got to the airport by 8:00. Checked into the kiosk, printed out a checked bag tag, and waited in the ""main cabin"" customer service line.  After 40 mins of waiting, I was told that I was in the ""wrong line"" and told to wait in the ""bag tag"" line.   Time is now 8:40am. Explained that the flight departs at 9:05am. Was told there was nothing they can do and only the lady to her left can help.  Approached the ""bag tag"" counter and explained that the flight leaves in 25 mins. Told nothing they can do and to stand in the back of the line. After standing in the ""bag tag"" line for 10 mins, awkwardly approached the same lady who had turned me away and watched as she simply scanned my bag. After going through the TSA line (which was surprisingly short) and checking in at the counter, I was told that the seat was given away to stand by customer because I didn't get to the gate 10 mins prior to takeoff.  This exchange at the gate counter was on par with the customer service at the ""customer service"" line. CRISSY was a gem of an agent and proceeded with her eye rolling, sighs, ""I'll get to you when I get to you"" attitude in dealing with not just me, but with all other customers who were in line after their flight delays caused missed connections. Tried to speak to the manager - MARC at the American Airlines check-in counter and was told that's how it's always been. No ""sorry for your inconvenience"" or ""sorry for the mixup at the line"" or ""sorry for making you miss your flight because we can't figure out how to provide service to our customers in the customer service line.""  Nothing. I was placed on stand by for another flight to LAX at 5 hours later. STAND BY. Thanks to KATHY at the front counter who at least got me off stand by and with a confirmed seat. I've been flying AA for the past 20 years and today was by far the worst customer service I have ever experienced. Today's lack of concern and care shown by the AA agents was pretty disappointing. Questioning whether to fly AA ever again.",During
559," An airport that makes sense? An airport that is straight forward with its; terminals, gates, clear directions and no unnecessary confusion. There needs to be more Austin airports. I dig the artwork.",During
560, I like that it is small but getting through security is inefficient.  If you are in a wheelchair you are to wait almost 20 minutes before getting through security. I felt so sorry for the tow elderly people being made to wait I. an uncomfortable airport wheelchair that increases discomfort.,During
566, As far as airports go Austin is a great one.  Easy to get around and modern.  I had some really good tacos waiting for a flight so good to grab some TexMex at an airport.,During
567," Airports give me anxiety. All the people, the waiting, the feeling of being herded like cattle... this airport is cool, and my anxiety slipped away easily. Everyone I came into contact with was extremely competent, professional, and personable, and efficient. Can I ask for more? Oh, yeah, some of the coolest shops I've ever seen in an airport - Austin City Limits  Waterloo Records, and then a more touristy shop where the clerk took care of 4 people in front of me in less than 2 minutes - and then gave me a 50% discount for the wait! There was a bar (no private membership needed) with live music, too! Also a fancy little Benefit make-up kiosk for you glamoramas ...",During
568, The guy at TSA apparently loves his job!! Made going through the line a lot more entertaining. I also had a shoulder injury and they gave me no issues with adapting my security check.,During
569, This airport is great - it needs a Starbucks and free Wifi (more than 90 minutes) to be 5 stars.,During
570, Very quick and easy to get in and out of the airport. Security line is fast and efficient!,During
571," I really liked this airport.Why?Well, there was like SALSA music playing at one of the restaurant/foodcourt like areas. This was fantastic.Easy to find your way around.Shops are cute.",During
572," Austin's airport is fine. Smallish and modern airport which is great: from dropping your rental car off to the TSA line to your gate is generally pretty quick.They try to add some Austin-fare here. The food options are OK... tacos are plenty. Otherwise, it skews a bit generic. There's a Austin shop to buy t-shirts and things if you want your ""keep Austin weird"" shirt and pretend it's 30 years ago.It's fine.",During
573, Came back from a week long business trip to a car with a dead battery.  Yup. 90 degrees out and my car was dead.  No sooner did I hang up the phone at the shuttle stop than the service truck arrived.   I  wish I had gotten the gentleman's name so I could share it but he couldn't have been nicer or more willing to help me. He took care of business and sent me on my way. ..but not before giving me the direct number in case I needed help again. Both the dispatcher and my service provider couldn't have been better. Thank you both for your help and your professionalism.,During
574," Eat and drink before you get here!!!!!!!!!!!!!They mark everything up 400% on food and drink. I know it's an airport, but the prices are ridiculous:(I travel through here a lot, and try never to get raped by these bastards!!!Heed my warning, you shall be pillagedI paid (with tip), $60 for two beers, and two shots for my wife and I, while waiting for a delayed flight.",During
575, Nice enough. Clean and even has all gender restrooms but they can't even keep the flight info screens up to date. Ran across the freakin airport to wait another 2 hours. Should have listened to FlightAware instead...,During
581," Thought this airport would be hectic, but it really is a nice, open spaced and easy going airport. Picking up my luggage very non-stressful and quick.",During
582," There is nothing quite like the Austin airport. After flying all around the country and visiting other airports, there is just something about the feel of ABIA that is different. Of course the feel is unlike no other due to the friendliness of the Texas folks. California airports are complete opposite. Austin airport definitely let's you know that you are in the music Capitol of the world. You can always score you some overpriced breakfast tacos and a Mexican martini or two while you're waiting. But... If you're just passing thru and have a layover and didn't have a chance to venture out in the city, don't judge our breakfast tacos by the airport... The possibilities are endless everywhere you go... I hear the BBQ is pretty good but wouldn't know since I'm a weird vegetarian.... Their is a lot of those here in Austin too... Welcome!",During
583," Flying into Austin is beautiful  green always! The airport is clean, well run, has that cool Austin vibe in the decor and live music the moment you step off the plane!   The restrooms are clean and there's a good selection of places to eat f you're in a pinch, although, I would stay away from Annies Cafe  Bar.",During
584, Some of the worst restaurants and bars of any airport I frequent. Really terrible food and drinks. I went the Salt Lick and sat for about 20 minutes not a single bartender ask me if I wanted anything. Your better off flying in and out of Houston or Dallas and driving if your hungry or thirsty. San Antonio is a better choice as well.,During
585," Forced to spend some time waiting on a flight, I can unequivocally state that this airport is a food desert.  It has probably the nastiest version of food court and associated vendors that I have encountered at an airport, Austin should be ashamed.  Only 2 options for tableside service exist and as one might imagine they are packed.  Options for dining prior to security are worse, a convienance store with tables.  Most convienance stores offer a better selection and a similar level of service.",During
586, As Airports go this is a good one.  I have never seen faster service plane to conveyor belt in baggage claim.    Phenomenal.  Good choice of restaurants and shops etc.  Parking is also pretty good.,During
587," It's pretty ridiculous that I have over 120 checkins here with no review.  Today's the day.  And a fitting day to review because there is not much to love about airport life at 4am.  But when u get through TSA and the first  thing u hear is Bob Schneider ""I just wanna feel good..."" playing over the airport speakers you know you're not at just any ol  regular airport.  This is a place that loves it's city.  Playing Austin institutions on the radio, live music at more than three locations in the airport, 90% of the food being from local joints, breakfast tacos, southwest taking up most of the gates.....what's not to love.",During
588, There were some premium chairs at Southwest gates with charging stations.  I was bummed that security check point # 1 was closed and had to walk all the way to check point #3.  In the future I would just walk straight there since the line is a lot shorter than 1  2.Parking as hard and we end up leaving the parking lot and I just got dropped off at the curb instead.,During
589," I'm disappointed with this airport.  It's obviously not a major international hub just yet and they are not running it like one either.  Showed up 1.5 hours early for a domestic flight at 5am, only for them to make me wait in security line 30min and then finally tell me to walk to the next checkpoint which was just as crowded.  Makes no sense and I barely made my flight.  Show up early!",During
590," This may be my favorite airport. It's small and so easy. The rental cars are close, there isn't much traffic in front of the terminals. Several shops and places to eat inside the terminals.",During
596," Great airport!  I appreciated that they told a bunch of us in line that another security checkpoint had a shorter line.  The live music really brings in the local flavor, and is especially appreciated when you're waiting for your flight (and/or if you're sad that vacation is ending and you need a prolonged Austin experience).  Everything was very clean, and I really enjoyed the local food vendors having a presence in the airport versus the typical fast food joints.  When visiting, be sure to check out the tacos at the Salt Lick BBQ Taco Stand and Amy's Ice Cream, of course.  This isn't a huge airport, and for that I'm thankful.",During
597," Security was reasonably quick and efficient (thank you, pre-check) and the airport is clean. Not a great layout and no moving sidewalks makes for a lot of walking (ok for me, but not for people that need assistance). My biggest complaint is they had very limited coffee and breakfast options available. While the breakfast tacos are a nice score and add to the authenticity, there were literally no other good options and coffee was pretty limited as well (no Starbucks in sight).",During
598," Love this airport! It is new, beautiful, and well taken care of. TSA here are friendly and the lines move pretty quickly for a medium sized airport (budget about 30-45 minutes on a weekday during non-peak flying times for security, and an hour or more to be safe on the weekends). We just flew on a Tuesday at 5:30am, and we went through security in 20 minutes flat (but we were there at 4am). The airport is small-ish so there's only one terminal which makes getting to your gate easy.Food options are really great here. Try local favorites Salt Lick BBQ and Amy's Ice Cream! Head to Waterloo Records store for last minute Austin souvenirs.",During
599," Don't hate on the small airport. They have completed some expansions which includes an extremely larger security area to the left of the terminals. I really enjoy our Airport. It may be getting small with all the events that Austin is recently pulling in, but I never really travel out during those times so I don't have any issues. I traveled the following Tuesday after SXSW this year, same day as the Brussels Bombing and had no issue. The ticket counter for American was short, just two people in front of the line emptying out their entire suitcase so that was fairly annoying, but the service people there were super nice and friendly. I've flown out on American, Southwest, JetBlue, and Delta and didn't really encounter any issues from any of those ticketing counters. Security was short and sweet went through in under 20 minutes. The food choices are very Austin. I also go chainy and get a pretzel from Auntie Anne's and sometimes get some Ice Cream from Amy's. The BBQ from Salt Lick isn't the same as the real deal to me so I just don't go. I've gone to the Hoover's and was highly not impressed so I don't return. I've gotten Breakfast Tacos from the Maudie's plenty of times and they deliver on the breakfast taco crave. There's not a lot to do if you are in the terminal waiting area for a very long time. There are plenty of charging ports for your devices near the gates. I never have issue finding a free outlet, unlike most other airports I go to. There is sometimes a band playing near the Cafe Java area. There are some airport shops that sell your standard over priced airport goods. There is the best buy vending machine, where I've purchased some okay headphones last minute. The bathrooms are usually pretty clean as well.Baggage claim is great all one area, no hassles, there are plenty of restrooms over that area too if you made it through the terminal and past the no return point. There are few seats to wait for your bags though, that might be my only complaint, but after a flight the last thing I really want to do is sit more. Parking here is nice, there is plenty of parking for leaving your car, and shuttle service as well as plenty of other off airport parking locations that are practically on the airport. The pick up area is great, and there is a cellphone waiting lot as well, that is very close. The drop off area can get a little crazy when people have no idea what they are doing. Perhaps if the WiFi was a little better I might say it's the best airport....For the most part one of the best headache free airports!",During
600," I frequent this airport and it's always clean, never too busy and prices are average for the area.  Sometimes I will choose to fly out of San Antonio or Killeen but Austin is by far the best out of the two of them based off of the number of airports that you can get into on a regular basis with ease.As far as food goes- in the center next to Scholtzskys there is a  taco spot called Maudie's! Their Taco Salad is the Best Buy in the entire airport if you're hungry! A good amount of food and really tasty- request extra salsa-it's homemade!",During
601, Not to bad there Wifi is atrocious and the TSA lines are extremely long in the early morning took 90 min to get through at 5am on A Monday morning,During
602, I can't believe no one has written a review yet about the airport situation this morning (April 4th). It took almost two hours to get through security at 5:15am in the morning. How is this even possible? After I missed my plane (hundreds did too) I waited to speak w a TSA manager that never came around. After waiting for a manage that never showed I wrote tsa an email about the situation. Interested to see what the outcome will be. This airport is a joke to let a situation like this happen. Pre check got through with no issues while normal boarding waited like Animals.,During
603, Super easy and small-ish airport. Security was HARSH though. They took my 5 ounces of unopened BBQ sauce. Sigh. They barked ordered to the line the whole timeBut! once through security... Plenty of places that serve things covered in... your guessed it. BBQ sauce. A woman had a heart attach on my flight before we took off so we were delayed. Maybe they should have taken away HER BBQ sauce. Not enough plugs or seatingClose to the city Uber picks up there - although kinda in a secretish manner? It's the gateway to all that is amazing in Austin - like BBQ sauce!,During
604," I travel a lot. Ok, I probably travel too much for my family's sake. That said, I have a lot of experience with airports and the Austin-Bergstrom airport is my favorite EVER. I may be a bit jaded here as my experience is not like others'. I have so many miles that I fly SouthWest preferred and have a TSA-Pre.So, the parking is either SUPER easy or cheap. Your choice. This airport is getting a huge amount of business because San Antonio is so jacked up right now. I can park within 10 yards of the bridge to the counters if I'm willing to pay $23/day. For less than half of that I get to what the walk at San Antonio is. In fact, it's better than RVA or any other smaller airport.The baggage claim is super simple and very well posted. You know where to go according to your flight. So many older/larger airports never let you know what's up.My favorite is once you are at the gates. Almost all the shops and restaurants are local places with a presence here. Instead of the homogenized over-priced locations, you get local food an flavors. Well designed, well laid out, what's not to love?",During
605, This airport is different from other airports I have been to because it features local establishments unique to Austin. I always grab a plate of bbq from the mini salt lick booth because I'm reminded of a little taste of Texas before I fly out. This airport has 26 gates and 3 tsa check points. I have never waited longer than 30 minutes to get through tsa.,During
611," Really have this flow directly from gate to baggage and out the door. Efficient in every way, food has many selections and the Austin store ships items to clients a dream to fly into here!",During
612," Several of the charging ports weren't working. TSA was fast and got me through quickly. My friend, however, had to wait longer than expected because her military ID had expired.",During
613, Clean quick to get around airport. Good bites inside and clean big bathrooms in the the terminals in the high #'s. I like the most is the rental car location is within walking distance.,During
614," I fly in and out of AUS several times a year and every single time the TSA security check takes longer than the last visit.  I allow at least 90 minutes EXTRA just for the security check in.  To be clear, this is additional time over and above what the TSA recommends.Really, this is longer than any other airport I have ever been through.  Mexico, Central America, Caribbean  and Europe, these are the worst security lines of all the places I fly.The foods not bad once you get into the secure area so plan ahead and have your meal in the airport before you fly.",During
